id,continent_id,country_state_id,city,slug
821,5,119,Puerto Vallarta,puerto-vallarta
822,5,119,Quer,quer
823,5,119,San Luis Potos,san-luis-potos
824,5,119,Tijuana,tijuana
825,5,119,Toluca,toluca
826,5,119,Vera Cruz,vera-cruz
827,5,119,Yucat,yucat
828,5,120,Managua,managua
829,5,121,Ciudad De Panam,ciudad-de-panam
830,5,121,Col,col
831,5,121,David,david
832,5,122,Asunci,asunci
833,5,123,Arequipa,arequipa
834,5,123,Chiclayo,chiclayo
835,5,123,Chimbote,chimbote
836,5,123,Cusco,cusco
837,5,123,Huancayo,huancayo
838,5,123,Iquitos,iquitos
839,5,123,Lima,lima
840,5,123,Piura,piura
841,5,123,Trujillo,trujillo
842,5,124,Paramaribo,paramaribo
843,5,125,Montevideo,montevideo
844,5,126,Caracas,caracas
845,6,127,Cameroon,cameroon
846,6,128,Cairo,cairo
847,6,129,Abidjan,abidjan
848,6,130,Morocco,morocco
849,6,131,Nigeria,nigeria
850,6,132,Cape Town,cape-town
851,6,132,Durban,durban
852,6,132,Johannesburg,johannesburg
853,6,132,Port Elizabeth,port-elizabeth
854,6,132,Pretoria,pretoria
